,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,record_count,multiple_records
2011-07-26,P02792,Adyar,1028,158,1.0,1.0,3,family,yes,1999-07-29,commercial,nosewr ,paved,a,2.7,4.4,3.7,3.54,351378,113348,11334780,5,1
2011-07-26,P02793,Chrompet,779,24,1.0,1.0,2,partial,yes,1986-08-01,others,nosewa,paved,rl,4.0,2.9,3.9,3.53,270533,40990,8197980,5,1
2011-07-26,P02791,Velachery,1564,82,2.0,1.0,4,partial,yes,1996-07-29,commercial,nosewa,paved,rm,3.8,2.1,2.0,2.5,581792,179013,14917750,5,1
2011-07-26,P02789,Karapakkam,1273,36,1.0,1.0,3,family,no,1983-08-02,commercial,allpub,paved,rm,4.4,2.0,2.3,2.84,485144,88208,11026000,5,1
2011-07-26,P02788,Karapakkam,751,169,1.0,1.0,2,adjland,yes,1970-08-05,house,nosewr ,paved,rh,4.4,3.7,3.0,3.63,196796,69831,6348250,5,1
2011-07-27,P02786,T Nagar,1745,189,1.0,1.0,4,family,no,1992-07-31,others,elo,paved,rh,2.2,2.7,3.2,2.775,378137,219564,12197980,2,1
2011-07-27,P02785,Chrompet,790,28,1.0,1.0,2,family,no,1977-08-04,house,nosewr ,paved,rl,2.6,3.2,3.0,2.96,191691,102692,6846100,2,1
2011-07-28,P02874,Anna Nagar,1587,147,1.0,1.0,4,abnormal,no,1969-07-18,house,nosewa,no access,rm,3.8,4.4,2.7,3.51,272009,152325,10880340,1,0
2011-07-29,P02784,Chrompet,829,18,1.0,1.0,3,normal sale,yes,1978-08-06,house,nosewa,gravel,rm,2.0,2.4,3.2,2.52,293758,128519,9179950,1,0
2011-07-30,P02774,Karapakkam,737,160,1.0,1.0,2,abnormal,yes,1995-08-03,house,nosewa,paved,a,2.5,4.3,3.0,3.24,143504,85206,4484500,6,1
2011-07-30,P02779,Chrompet,849,132,1.0,1.0,3,normal sale,no,1979-08-07,others,nosewa,paved,rh,2.3,2.4,4.0,2.85,190651,84734,7061130,6,1
2011-07-30,P02778,Adyar,1182,193,1.0,1.0,3,partial,no,2006-07-31,commercial,nosewa,no access,rl,4.9,2.3,2.2,3.03,488617,66029,13205875,6,1
2011-07-30,P02781,KK Nagar,1512,108,2.0,1.0,4,family,no,2006-07-31,others,allpub,gravel,rm,4.6,2.6,4.7,4.04,476597,162476,10831740,6,1
2011-07-30,P02776,Karapakkam,633,10,1.0,1.0,2,normal sale,no,1963-08-11,commercial,nosewr ,no access,rh,4.0,2.9,4.8,3.99,248512,118608,5648000,6,1
2011-07-30,P02775,Karapakkam,698,110,1.0,1.0,2,normal sale,yes,1966-08-10,house,elo,no access,a,3.4,2.6,4.1,3.44,103928,42221,3247750,6,1
2011-07-31,P02772,Adyar,731,191,1.0,1.0,2,adjland,yes,1988-08-05,house,nosewa,no access,rl,3.5,2.2,4.4,3.69,263853,103942,7995545,1,0
2011-08-01,P02857,Adyar,811,192,1.0,1.0,3,partial,yes,2005-07-12,commercial,nosewr ,no access,a,2.4,4.5,2.5,2.87,291205,35298,8824390,1,0
2011-08-02,P02771,Anna Nagar,1582,198,1.0,1.0,4,adjland,no,1985-08-08,commercial,elo,paved,rh,2.1,2.4,3.9,2.895,434969,121791,17398770,5,1
2011-08-02,P02767,Karapakkam,694,15,1.0,1.0,2,adjland,yes,1972-08-11,commercial,elo,paved,c,2.5,2.2,3.8,2.93,221927,110963,6527250,5,1
2011-08-02,P02769,Adyar,748,116,1.0,1.0,2,partial,yes,2006-08-03,others,allpub,paved,c,2.7,3.0,4.7,3.76,229599,78925,7174975,5,1
2011-08-02,P02768,Velachery,1862,127,3.0,2.0,5,normal sale,yes,2000-08-04,house,elo,gravel,rm,3.2,2.0,4.2,2.96,411326,241956,12097820,5,1
2011-08-02,P02770,Chrompet,1083,101,1.0,1.0,3,partial,yes,1974-08-11,others,allpub,paved,rl,4.8,3.5,3.0,3.74,318927,144967,9664460,5,1
2011-08-03,P02763,Velachery,1816,83,3.0,2.0,5,family,yes,2002-08-05,house,elo,paved,a,2.7,2.1,2.7,2.43,328555,168490,8424480,5,1
2011-08-03,P02764,KK Nagar,1717,115,2.0,1.0,4,abnormal,no,1993-08-07,commercial,allpub,paved,rl,4.9,2.5,4.5,4.02,530971,186557,14350560,5,1
2011-08-03,P02762,Karapakkam,501,123,1.0,1.0,2,adjland,no,1985-08-09,others,nosewa,gravel,rh,4.4,2.0,2.8,3.04,194456,88894,5555875,5,1
2011-08-03,P02761,Karapakkam,1495,91,2.0,2.0,4,family,no,1990-08-08,house,allpub,paved,rh,4.7,3.9,2.1,3.42,269433,172138,7484250,5,1
2011-08-03,P02765,KK Nagar,2386,165,4.0,2.0,6,normal sale,yes,2003-08-05,commercial,allpub,paved,rl,4.9,2.4,3.1,3.43,740155,350600,19477760,5,1
2011-08-04,P02760,KK Nagar,1538,134,2.0,1.0,4,partial,yes,1994-08-08,commercial,nosewa,paved,rm,2.0,4.2,4.2,3.54,489401,158336,14394140,6,1
2011-08-04,P02754,Karapakkam,663,41,1.0,1.0,2,partial,yes,1991-08-09,others,nosewr ,no access,c,3.5,2.2,4.4,3.47,141060,79346,4408125,6,1
2011-08-04,P02759,KK Nagar,1723,35,2.0,1.0,4,normal sale,yes,2005-08-05,house,allpub,gravel,rl,2.3,2.7,5.0,3.5,518214,247841,11265520,6,1
2011-08-04,P02758,Anna Nagar,1662,167,1.0,1.0,4,adjland,yes,1988-08-09,house,nosewa,paved,rl,3.6,4.3,3.3,3.655,516676,232504,12916910,6,1
2011-08-04,P02755,Karapakkam,1272,26,1.0,1.0,3,partial,yes,2003-08-06,others,nosewa,paved,i,3.3,5.0,2.1,3.33,339480,82984,7544000,6,1
2011-08-04,P02757,Velachery,1537,116,2.0,1.0,4,adjland,no,1988-08-09,others,nosewr ,paved,a,2.7,3.1,3.8,3.21,282170,68636,7626210,6,1
2011-08-05,P02751,Karapakkam,1396,139,2.0,2.0,4,abnormal,no,1970-08-15,house,elo,gravel,c,4.9,4.7,3.0,4.08,217791,72597,6049750,3,1
2011-08-05,P02752,Adyar,1098,86,1.0,1.0,3,abnormal,yes,1997-08-08,commercial,nosewr ,gravel,c,3.7,2.8,2.1,2.72,508787,130458,13045810,3,1
2011-08-05,P02750,Karapakkam,1078,90,1.0,1.0,3,abnormal,no,1998-08-08,others,allpub,paved,rl,3.0,2.3,2.1,2.43,275835,111825,7455000,3,1
2011-08-06,P02749,KK Nagar,2382,49,4.0,2.0,6,family,no,1986-08-12,commercial,nosewa,gravel,rl,2.4,4.9,2.0,2.99,582166,418432,18192700,4,1
2011-08-06,P02748,Chrompet,816,123,1.0,1.0,3,normal sale,yes,1979-08-14,house,nosewr ,no access,rm,2.8,4.0,2.3,3.13,246834,32911,8227800,4,1
2011-08-06,P02747,Velachery,1838,139,3.0,2.0,5,family,yes,1961-08-18,commercial,nosewa,gravel,i,4.9,4.0,2.6,3.81,558202,256471,15086550,4,1
2011-08-06,P02746,Karapakkam,1537,146,2.0,2.0,4,adjland,no,1962-08-18,house,nosewr ,gravel,rl,4.6,2.6,2.6,3.2,254228,84743,8474250,4,1
2011-08-07,P02741,Karapakkam,1344,138,2.0,2.0,4,abnormal,yes,2002-08-09,commercial,nosewr ,paved,c,4.6,2.2,4.7,3.92,471499,261944,10477750,4,1
2011-08-07,P02745,Anna Nagar,1796,183,1.0,1.0,4,abnormal,yes,1966-08-18,others,nosewr ,gravel,rh,4.5,3.1,2.8,3.47,524411,262205,13800280,4,1
2011-08-07,P02744,Adyar,999,191,1.0,1.0,3,adjland,no,1973-08-16,commercial,nosewa,no access,rl,3.8,3.1,4.7,4.11,370341,83625,11946470,4,1
2011-08-07,P02743,Adyar,630,174,1.0,1.0,2,partial,no,1995-08-11,commercial,elo,gravel,rl,4.7,4.2,3.5,4.0,348618,9684,9683840,4,1
2011-08-08,P02740,KK Nagar,1751,197,2.0,1.0,4,abnormal,yes,1981-08-15,house,nosewa,gravel,rl,3.1,3.3,5.0,3.92,362454,223868,10660400,4,1
2011-08-08,P02738,Karapakkam,916,113,1.0,1.0,3,normal sale,yes,1966-08-19,others,nosewa,gravel,a,3.4,5.0,2.0,3.32,266278,114119,5434250,4,1
2011-08-08,P02737,Karapakkam,594,195,1.0,1.0,2,family,no,1969-08-18,house,allpub,no access,rm,3.9,3.5,4.5,4.02,201723,69011,5308500,4,1
2011-08-08,P02739,Adyar,916,50,1.0,1.0,3,abnormal,yes,1977-08-16,others,elo,no access,rm,2.5,4.4,3.9,3.58,375172,37517,9379310,4,1
2011-08-09,P02735,Anna Nagar,1791,165,1.0,1.0,4,abnormal,yes,2003-08-11,commercial,nosewa,paved,rh,4.9,2.3,2.6,3.33,809394,121409,20234860,1,0
2011-08-10,P02729,Chrompet,1034,53,1.0,1.0,3,normal sale,no,2003-08-12,others,nosewr ,no access,rl,2.4,3.8,3.0,3.14,228679,143983,8469580,5,1
2011-08-10,P02726,Karapakkam,1353,183,2.0,2.0,4,abnormal,yes,1977-08-18,others,elo,paved,i,3.1,2.5,3.0,2.88,360354,172670,7507375,5,1
2011-08-10,P02727,Velachery,1869,106,3.0,2.0,5,normal sale,no,2006-08-11,others,allpub,gravel,rl,2.5,2.2,4.2,2.88,412454,176766,11784400,5,1
2011-08-10,P02730,KK Nagar,2481,170,4.0,2.0,6,normal sale,yes,2006-08-11,house,allpub,gravel,rl,4.1,2.9,3.8,3.62,436445,122750,13638900,5,1
2011-08-10,P02724,Karapakkam,835,79,1.0,1.0,2,normal sale,yes,1973-08-19,others,nosewa,paved,rh,3.4,2.7,3.1,3.07,206532,116174,6454125,5,1
2011-08-11,P02722,Adyar,1243,21,2.0,2.0,4,partial,yes,1976-08-19,house,nosewr ,no access,i,4.4,3.7,3.9,4.01,264644,24810,8270125,3,1
2011-08-11,P02720,Karapakkam,1694,61,2.0,2.0,4,abnormal,no,1993-08-15,commercial,elo,paved,i,3.3,2.1,3.8,3.14,342165,250921,11405500,3,1
2011-08-11,P02721,Adyar,777,196,1.0,1.0,2,partial,yes,1986-08-17,others,nosewa,no access,rm,4.7,4.5,2.0,3.31,281067,51103,8517175,3,1
2011-08-12,P02714,Karapakkam,1454,25,2.0,2.0,4,partial,no,2006-08-13,house,elo,no access,rl,2.5,3.6,3.4,3.19,338529,86433,7202750,5,1
2011-08-12,P02717,Anna Nagar,1691,94,1.0,1.0,4,adjland,yes,2005-08-13,house,allpub,gravel,rh,2.2,3.5,4.5,3.445,484462,67286,13457270,5,1
2011-08-12,P02716,Karapakkam,627,49,1.0,1.0,2,family,no,1983-08-19,house,nosewr ,gravel,rm,4.3,2.8,2.5,3.13,223975,92225,6587500,5,1
2011-08-12,P02715,Karapakkam,1513,126,2.0,2.0,4,adjland,yes,1974-08-21,commercial,elo,no access,rh,4.2,4.4,3.1,3.82,554292,127025,11547750,5,1
2011-08-12,P02718,KK Nagar,1583,62,2.0,1.0,4,adjland,no,1986-08-18,others,nosewa,gravel,rm,3.9,4.1,2.2,3.28,379707,141034,10848760,5,1
2011-08-13,P02711,Chrompet,769,69,1.0,1.0,2,adjland,yes,2004-08-14,house,elo,no access,rh,2.5,2.6,3.0,2.69,203326,36308,7261650,5,1
2011-08-13,P02709,Karapakkam,1142,90,1.0,1.0,3,abnormal,yes,1984-08-19,house,nosewa,no access,c,2.3,5.0,4.8,4.11,230297,49349,5483250,5,1
2011-08-13,P02713,T Nagar,1712,1,1.0,1.0,4,abnormal,yes,2005-08-14,house,nosewr ,gravel,rl,3.5,4.7,3.1,3.62,372538,262157,13797720,5,1
2011-08-13,P02710,Adyar,1259,26,2.0,2.0,4,normal sale,yes,1975-08-22,commercial,elo,gravel,rh,3.2,3.6,2.2,2.78,484766,106043,15148940,5,1
2011-08-13,P02706,Karapakkam,1091,31,1.0,1.0,3,adjland,no,1977-08-21,commercial,nosewa,gravel,i,2.6,4.8,3.8,3.74,422742,71956,8994500,5,1
2011-08-14,P02703,Velachery,1591,154,2.0,1.0,4,partial,no,1973-08-23,commercial,elo,gravel,rl,2.0,3.1,2.4,2.62,527374,135224,13522410,2,1
2011-08-14,P02705,KK Nagar,2432,10,4.0,2.0,6,family,yes,1995-08-18,others,nosewa,gravel,rl,3.0,2.4,4.6,3.46,695118,222438,13902360,2,1
2011-08-15,P02695,Karapakkam,1504,129,2.0,2.0,4,adjland,no,1970-08-25,house,nosewr ,gravel,c,4.3,2.1,2.4,2.88,207878,154232,6705750,5,1
2011-08-15,P02694,Karapakkam,920,126,1.0,1.0,3,partial,yes,1999-08-18,commercial,nosewa,no access,a,2.4,4.3,4.5,3.81,266480,53296,6662000,5,1
2011-08-15,P02702,KK Nagar,1369,192,2.0,1.0,4,adjland,yes,1997-08-18,house,allpub,gravel,rm,4.6,3.3,4.8,4.29,445379,267228,11134480,5,1
2011-08-15,P02696,Adyar,868,15,1.0,1.0,3,normal sale,no,2001-08-17,others,nosewa,gravel,rl,2.3,2.1,2.0,2.11,325514,72336,9042050,5,1
2011-08-15,P02698,Anna Nagar,1510,196,1.0,1.0,4,normal sale,no,1972-08-24,others,nosewa,paved,rh,4.1,4.6,3.0,3.5,406091,175607,10975430,5,1
2011-08-16,P02691,Karapakkam,1156,11,1.0,1.0,3,normal sale,yes,1988-08-21,house,allpub,paved,rl,5.0,4.8,2.0,3.74,411213,189158,8224250,3,1
2011-08-16,P02692,Chrompet,816,183,1.0,1.0,3,partial,no,1981-08-23,commercial,nosewr ,gravel,rh,4.8,2.7,3.4,3.54,320259,150122,10008100,3,1
2011-08-16,P02693,Anna Nagar,1783,14,1.0,1.0,4,adjland,yes,1988-08-21,house,elo,no access,rh,2.3,3.2,4.6,3.445,436176,230204,12116010,3,1
2011-08-17,P02690,KK Nagar,1952,0,3.0,2.0,5,adjland,no,1983-08-24,house,nosewa,paved,rh,4.4,4.5,4.3,4.39,483558,145067,9671160,4,1
2011-08-17,P02687,Karapakkam,976,42,1.0,1.0,3,normal sale,yes,1980-08-24,commercial,nosewr ,gravel,a,2.9,2.7,4.5,3.48,258312,72650,8072250,4,1
2011-08-17,P02689,Chrompet,803,103,1.0,1.0,3,normal sale,no,1991-08-22,house,nosewa,no access,rl,4.7,4.6,4.5,4.6,183908,34057,6811400,4,1
2011-08-17,P02688,Chrompet,778,165,1.0,1.0,2,normal sale,yes,1987-08-23,house,nosewr ,paved,rl,2.3,3.5,2.4,2.81,258637,105071,8082400,4,1
2011-08-18,P02684,Karapakkam,1220,134,1.0,1.0,3,abnormal,yes,2001-08-20,others,nosewa,no access,a,3.1,4.7,3.8,3.86,267766,110599,5821000,3,1
2011-08-18,P02686,Anna Nagar,1928,148,2.0,1.0,5,partial,no,2001-08-20,house,allpub,no access,rh,3.4,4.1,2.4,3.175,466682,105003,11667050,3,1
2011-08-18,P02685,Karapakkam,1227,102,1.0,1.0,3,family,yes,2005-08-19,house,allpub,paved,a,4.0,2.0,4.3,3.52,285108,154950,6198000,3,1
2011-08-19,P02677,Adyar,730,185,1.0,1.0,2,adjland,yes,1972-08-28,house,elo,gravel,rl,2.7,4.6,4.9,4.18,265449,53090,8848285,4,1
2011-08-19,P02679,T Nagar,1717,49,1.0,1.0,4,adjland,yes,1996-08-22,others,allpub,paved,rh,2.9,4.5,3.0,3.345,366245,183123,14086360,4,1
2011-08-19,P02682,KK Nagar,2177,119,3.0,2.0,5,normal sale,yes,1999-08-22,others,allpub,gravel,rl,4.8,4.8,4.2,4.56,542127,189745,13553180,4,1
2011-08-19,P02678,Adyar,1138,194,1.0,1.0,3,abnormal,no,1988-08-24,house,nosewa,paved,i,4.2,4.2,2.3,3.25,269645,69337,7704145,4,1
2011-08-20,P02674,Velachery,1924,123,3.0,2.0,5,partial,yes,1978-08-28,commercial,elo,gravel,rl,2.8,2.6,3.3,2.86,569577,117266,16752260,3,1
2011-08-20,P02675,Adyar,990,44,1.0,1.0,3,adjland,yes,2004-08-21,house,allpub,no access,rh,2.7,2.3,2.0,2.27,310993,35542,8885505,3,1
2011-08-20,P02676,Anna Nagar,1979,171,2.0,1.0,5,partial,yes,1995-08-24,others,allpub,paved,rh,3.1,3.2,4.2,3.565,425054,190542,14657040,3,1
2011-08-21,P02671,Karapakkam,1649,93,2.0,2.0,4,normal sale,yes,1990-08-26,others,allpub,paved,c,5.0,4.9,2.6,4.01,413493,118141,8438625,3,1
2011-08-21,P02672,Karapakkam,1160,52,1.0,1.0,3,family,no,1968-08-31,commercial,nosewr ,paved,rl,4.4,3.5,2.4,3.33,380650,133228,9516250,3,1
2011-08-21,P02669,Karapakkam,1631,1,2.0,2.0,4,abnormal,yes,1983-08-28,house,elo,gravel,rh,4.2,3.5,2.8,3.43,396418,117124,9009500,3,1
2011-08-22,P02667,Chrompet,1052,113,1.0,1.0,3,partial,no,1976-08-30,others,nosewr ,paved,rh,3.6,4.1,4.7,4.13,196787,47229,7871490,1,0
2011-08-23,P02661,Karapakkam,1298,69,1.0,1.0,3,family,no,1992-08-27,others,nosewr ,paved,i,2.4,4.7,3.0,3.33,307556,120348,6686000,3,1
2011-08-23,P02664,KK Nagar,2455,122,4.0,2.0,6,normal sale,no,2006-08-24,commercial,allpub,gravel,rm,3.8,3.8,3.8,3.8,963029,341073,20063100,3,1
2011-08-23,P02662,Velachery,1753,42,2.0,1.0,4,normal sale,no,1961-09-04,others,nosewr ,no access,a,2.2,4.7,3.0,3.57,221696,96992,6928000,3,1
2011-08-24,P02660,T Nagar,1505,83,1.0,1.0,4,abnormal,yes,1977-09-01,house,elo,no access,rl,4.3,4.0,2.4,3.37,443455,177382,11086380,2,1
2011-08-24,P02659,Adyar,1268,185,2.0,2.0,4,normal sale,no,1996-08-27,others,allpub,no access,rm,2.7,3.7,3.9,3.5,344625,150773,10769525,2,1
2011-08-25,P02656,Velachery,1558,32,2.0,1.0,4,family,yes,1974-09-03,house,nosewa,paved,c,4.5,3.9,4.0,4.08,258210,101719,7824540,2,1
2011-08-25,P02657,Adyar,712,37,1.0,1.0,2,abnormal,no,1996-08-28,house,allpub,no access,rl,4.7,2.6,4.2,4.03,237253,13956,6978025,2,1
2011-08-26,P02655,Anna Nagar,1991,106,2.0,1.0,5,adjland,yes,1978-09-03,others,allpub,no access,rh,4.7,4.6,3.4,4.155,465512,116378,14547240,6,1
2011-08-26,P02653,Adyar,1248,157,2.0,2.0,4,normal sale,no,1984-09-01,others,allpub,paved,rm,3.3,4.7,2.2,3.03,342587,22102,11051205,6,1
2011-08-26,P02651,Karapakkam,671,132,1.0,1.0,2,adjland,yes,1965-09-06,commercial,elo,gravel,rm,3.7,2.5,4.3,3.58,418478,223188,9299500,6,1
2011-08-26,P02652,Karapakkam,1245,106,1.0,1.0,3,partial,no,1983-09-02,others,nosewa,paved,a,4.1,2.9,3.5,3.5,201653,113123,4918375,6,1
2011-08-26,P02650,Karapakkam,1268,110,1.0,1.0,3,family,no,1995-08-30,others,allpub,paved,rh,4.4,3.7,4.8,4.35,328966,59812,7476500,6,1
2011-08-26,P02654,Chrompet,1148,85,1.0,1.0,3,adjland,no,1989-08-31,house,elo,gravel,rl,3.2,2.5,4.7,3.37,260711,55867,9311100,6,1
2011-08-27,P02646,Karapakkam,1245,38,1.0,1.0,3,partial,no,1989-09-01,commercial,allpub,gravel,a,4.8,3.1,2.7,3.45,389091,211463,8458500,3,1
2011-08-27,P02647,Karapakkam,1105,137,1.0,1.0,3,adjland,yes,1966-09-07,commercial,allpub,no access,i,2.6,4.1,3.9,3.57,277039,98304,8936750,3,1
2011-08-27,P02649,Adyar,954,189,1.0,1.0,3,adjland,yes,2000-08-29,commercial,nosewa,no access,rh,2.7,3.2,3.4,3.15,370163,86371,12338765,3,1
2011-08-28,P02643,Velachery,1882,179,3.0,2.0,5,partial,no,1960-09-09,commercial,elo,paved,a,2.1,3.0,4.6,3.26,434072,210835,12402070,2,1
2011-08-28,P02644,Chrompet,717,171,1.0,1.0,2,abnormal,yes,1997-08-31,commercial,nosewr ,no access,rh,4.7,2.4,4.6,3.75,240168,115280,9606700,2,1
2011-08-29,P02641,Anna Nagar,1823,94,2.0,1.0,5,normal sale,no,2003-08-31,others,allpub,gravel,rm,3.1,3.5,4.6,3.8,409894,273263,15181250,2,1
2011-08-29,P02640,Anna Nagar,1779,114,1.0,1.0,4,family,yes,1998-09-01,house,nosewa,no access,rl,2.6,2.1,2.7,2.515,382934,135880,12352710,2,1
2011-08-30,P02632,Karapakkam,968,35,1.0,1.0,3,adjland,no,1980-09-06,others,nosewa,gravel,i,2.8,3.0,3.0,2.94,302268,81864,6297250,7,1
2011-08-30,P02633,Karapakkam,1232,78,1.0,1.0,3,abnormal,yes,1986-09-05,others,nosewr ,no access,rh,3.9,3.2,4.3,3.85,285029,67507,7500750,7,1
2011-08-30,P02630,Karapakkam,1538,90,2.0,2.0,4,partial,yes,1987-09-05,commercial,elo,gravel,rh,3.8,2.2,4.8,3.72,500560,137654,12514000,7,1
2011-08-30,P02638,Chrompet,1089,29,1.0,1.0,3,partial,no,1999-09-02,others,nosewa,gravel,rm,3.3,4.0,3.0,3.49,320030,80007,10000930,7,1
2011-08-30,P02636,Adyar,1167,15,1.0,1.0,3,adjland,no,2004-08-31,others,nosewa,no access,rm,4.7,5.0,2.9,3.86,366611,41898,10474605,7,1
2011-08-30,P02631,Karapakkam,701,78,1.0,1.0,2,abnormal,no,1969-09-09,commercial,nosewa,no access,i,4.4,2.8,2.1,3.0,188946,131213,5248500,7,1
2011-08-30,P02637,Adyar,637,197,1.0,1.0,2,partial,yes,2000-09-01,commercial,allpub,paved,rl,3.0,2.6,4.3,3.57,391348,42308,10576965,7,1
2011-08-31,P02624,Karapakkam,889,128,1.0,1.0,3,family,no,1971-09-10,others,nosewa,gravel,i,4.6,2.4,3.0,3.3,211047,83308,5553875,3,1
2011-08-31,P02626,Karapakkam,1444,135,2.0,2.0,4,abnormal,no,1976-09-08,house,allpub,paved,i,2.5,4.7,4.4,3.92,257917,72746,6613250,3,1
2011-08-31,P02629,KK Nagar,1960,98,3.0,2.0,5,normal sale,no,1995-09-04,others,nosewr ,paved,rl,5.0,3.7,3.3,3.93,432725,122051,11095520,3,1
2011-09-01,P02622,Chrompet,768,87,1.0,1.0,2,family,no,2001-09-03,house,allpub,no access,rl,4.7,3.7,2.6,3.67,190106,47527,6789500,4,1
2011-09-01,P02621,Karapakkam,975,166,1.0,1.0,3,adjland,yes,1975-09-10,commercial,allpub,no access,rl,4.1,2.0,2.5,2.83,383080,124501,9577000,4,1
2011-09-01,P02620,Karapakkam,523,148,1.0,1.0,2,abnormal,yes,1973-09-10,house,allpub,gravel,rm,3.0,4.2,4.0,3.76,295600,118240,7390000,4,1
2011-09-01,P02623,T Nagar,1848,11,2.0,1.0,5,family,yes,1992-09-05,house,nosewa,gravel,rl,3.0,4.8,3.4,3.63,529009,83528,13921280,4,1
2011-09-02,P02615,Chrompet,1277,32,2.0,1.0,4,family,yes,2001-09-04,others,nosewa,no access,rl,3.8,3.6,2.0,3.18,331731,103666,10366590,7,1
2011-09-02,P02609,Karapakkam,861,195,1.0,1.0,2,adjland,yes,2004-09-03,others,nosewr ,paved,rl,4.7,4.3,4.3,4.42,329825,173158,8245625,7,1
2011-09-02,P02613,Velachery,1711,148,2.0,1.0,4,abnormal,no,1985-09-08,commercial,allpub,gravel,rh,4.2,2.7,3.8,3.41,450959,145471,14547070,7,1
2011-09-02,P02611,Karapakkam,1449,46,2.0,2.0,4,family,no,1993-09-06,house,nosewr ,no access,c,4.7,2.7,2.0,3.02,213096,54640,5464000,7,1
2011-09-02,P02617,Chrompet,1191,189,1.0,1.0,3,partial,yes,1988-09-07,house,elo,gravel,rl,4.1,2.9,3.7,3.5,257245,69258,9894050,7,1
2011-09-02,P02608,Karapakkam,1245,198,1.0,1.0,3,abnormal,yes,1995-09-06,others,allpub,paved,i,3.8,4.1,3.9,3.93,234911,70473,7830375,7,1
2011-09-02,P02616,Chrompet,812,51,1.0,1.0,3,partial,yes,2002-09-04,commercial,elo,gravel,rm,3.6,3.0,2.0,2.88,407482,86436,12347950,7,1
2011-09-03,P02606,Velachery,1896,72,3.0,2.0,5,partial,yes,1996-09-06,others,elo,no access,rm,3.8,3.8,3.4,3.68,383008,81244,11606300,4,1
2011-09-03,P02607,KK Nagar,1650,192,2.0,1.0,4,adjland,no,1993-09-07,commercial,allpub,gravel,rh,3.1,5.0,4.9,4.39,627676,256776,14265360,4,1
2011-09-03,P02604,Karapakkam,1316,183,1.0,1.0,3,family,yes,1979-09-11,commercial,elo,paved,a,2.6,2.6,2.6,2.6,300696,106128,8844000,4,1
2011-09-03,P02605,Karapakkam,1035,162,1.0,1.0,3,abnormal,no,2004-09-04,commercial,nosewr ,no access,a,2.8,3.7,3.8,3.47,317964,152358,6624250,4,1
2011-09-04,P02598,Karapakkam,707,126,1.0,1.0,2,normal sale,no,1983-09-11,house,elo,paved,a,4.4,2.8,3.0,3.36,114210,25380,3172500,4,1
2011-09-04,P02597,Karapakkam,653,46,1.0,1.0,2,partial,no,1961-09-16,others,nosewr ,paved,rl,2.5,4.0,2.5,2.95,155396,93238,5179875,4,1
2011-09-04,P02602,Adyar,1273,66,2.0,2.0,4,abnormal,no,2005-09-05,others,elo,no access,a,2.2,3.8,3.4,3.12,231002,96872,7451690,4,1
2011-09-04,P02600,Velachery,1727,14,2.0,1.0,4,abnormal,yes,1975-09-13,commercial,allpub,paved,rl,4.2,3.3,4.0,3.74,513631,295727,15564570,4,1
2011-09-05,P02591,Karapakkam,1344,151,2.0,2.0,4,abnormal,yes,1970-09-15,house,nosewa,gravel,i,3.4,4.1,3.2,3.53,376238,173069,7524750,3,1
2011-09-05,P02595,Adyar,1178,109,1.0,1.0,3,partial,no,1983-09-12,others,allpub,no access,a,4.3,4.8,4.3,4.4,246125,79824,6652020,3,1
2011-09-05,P02596,KK Nagar,1450,120,2.0,1.0,4,family,yes,2000-09-07,others,nosewa,gravel,rl,2.8,4.4,3.2,3.44,477595,244104,10613220,3,1
2011-09-06,P02587,Karapakkam,1448,93,2.0,2.0,4,family,yes,1987-09-12,commercial,nosewa,gravel,rm,3.3,2.4,4.1,3.35,483660,174655,13435000,4,1
2011-09-06,P02590,KK Nagar,1778,147,3.0,2.0,5,abnormal,yes,1981-09-13,house,allpub,gravel,rh,3.3,4.2,4.7,4.13,357068,220542,10502000,4,1
2011-09-06,P02588,Adyar,698,46,1.0,1.0,2,normal sale,yes,1990-09-11,commercial,nosewr ,no access,i,3.0,2.7,3.2,3.04,357077,82402,9155815,4,1
2011-09-06,P02589,Anna Nagar,1813,169,2.0,1.0,5,partial,no,1968-09-16,others,allpub,no access,rl,3.5,4.5,3.1,3.59,321634,136076,12370550,4,1
2011-09-07,P02582,Karapakkam,571,0,1.0,1.0,2,adjland,yes,1995-09-11,house,allpub,paved,a,4.5,2.7,2.5,3.16,180473,97178,4627500,5,1
2011-09-07,P02584,Chrompet,845,9,1.0,1.0,3,family,no,1982-09-14,others,nosewa,no access,rh,4.5,4.5,3.5,4.2,215127,39114,6519000,5,1
2011-09-07,P02581,Karapakkam,1558,133,2.0,2.0,4,adjland,yes,1971-09-17,others,nosewa,paved,c,2.8,4.3,5.0,4.13,268541,150067,7898250,5,1
2011-09-07,P02583,Velachery,1542,144,2.0,1.0,4,adjland,no,2000-09-09,house,allpub,paved,rm,4.3,2.7,2.7,3.1,386012,132057,10158220,5,1
